"10","1","1","Viewed count label","Appears next to the number of times an listing has been viewed if the admin chooses to display it.","Views:"
"1473","1","1","Print Friendly Link Text","","<span title=""Print"" alt=""Print"" class=""glyphicon glyphicon-print""> </span>"
"11","1","1","Add to favorites list link","Link text appearing at the bottom of the listing displayed to allow the current user the ability to add this listing to their favorites list","<span title=""Add to Favorites"" alt=""Add to Favorites"" class=""glyphicon glyphicon-heart""> </span>"
"13","1","1","Notify Friend Link","This text appears as the link to allow any person browsing the to notify their friend of an interesting listing.","<span title=""Tell a Friend"" alt=""Tell a Friend"" class=""glyphicon glyphicon-bullhorn""> </span>"
"500062","1","1","Additional Text 10","","<span alt=""Report Abuse"" title=""Report Abuse"" class=""glyphicon glyphicon-flag""></span><a href=""{$classifieds_file_name}?a=ap&amp;addon=contact_us&amp;page=main&amp;reportAbuse={$classified_id}"" class=""lightUpLink""></a>"
"500894","1","1","Public Questions Label","","Public Questions"
"500901","1","1","No Public Questions","","<br />Be the first to ask a question about this listing!<br /><br />"
"500065","1","1","Additional Text 13","","Additional Text 13"
"750","1","1","Sellers Other Listings Link","","Seller's Other Listings"
